ID,ESTACION,FECHA,HORA,LONGITUD,LATITUD,ALTITUD,PM10,PM2_5,NO2,DEPARTAMENTO,PROVINCIA,DISTRITO,UBIGEO,FECHA_CORTE
144,SAN_BORJA,20150107,040000,-77.0077,-12.1086,128,,8.7,,LIMA,LIMA,SAN_BORJA,150130,20240430
145,SAN_BORJA,20150107,050000,-77.0077,-12.1086,128,,7.3,,LIMA,LIMA,SAN_BORJA,150130,20240430
146,SAN_BORJA,20150107,060000,-77.0077,-12.1086,128,,5.9,,LIMA,LIMA,SAN_BORJA,150130,20240430
147,SAN_BORJA,20150107,070000,-77.0077,-12.1086,128,,11.1,,LIMA,LIMA,SAN_BORJA,150130,20240430
148,SAN_BORJA,20150107,080000,-77.0077,-12.1086,128,,8.7,,LIMA,LIMA,SAN_BORJA,150130,20240430
149,SAN_BORJA,20150107,090000,-77.0077,-12.1086,128,,9.9,,LIMA,LIMA,SAN_BORJA,150130,20240430
150,SAN_BORJA,20150107,100000,-77.0077,-12.1086,128,,10.6,,LIMA,LIMA,SAN_BORJA,150130,20240430
151,SAN_BORJA,20150107,110000,-77.0077,-12.1086,128,,9.7,,LIMA,LIMA,SAN_BORJA,150130,20240430
152,SAN_BORJA,20150107,120000,-77.0077,-12.1086,128,,8.1,,LIMA,LIMA,SAN_BORJA,150130,20240430
153,SAN_BORJA,20150107,130000,-77.0077,-12.1086,128,,13.6,,LIMA,LIMA,SAN_BORJA,150130,20240430
154,SAN_BORJA,20150107,140000,-77.0077,-12.1086,128,,8.5,,LIMA,LIMA,SAN_BORJA,150130,20240430
155,SAN_BORJA,20150107,150000,-77.0077,-12.1086,128,,17.8,,LIMA,LIMA,SAN_BORJA,150130,20240430
156,SAN_BORJA,20150107,160000,-77.0077,-12.1086,128,,21.2,,LIMA,LIMA,SAN_BORJA,150130,20240430
157,SAN_BORJA,20150107,170000,-77.0077,-12.1086,128,,9,,LIMA,LIMA,SAN_BORJA,150130,20240430
158,SAN_BORJA,20150107,180000,-77.0077,-12.1086,128,,10,,LIMA,LIMA,SAN_BORJA,150130,20240430
159,SAN_BORJA,20150107,190000,-77.0077,-12.1086,128,,10.5,,LIMA,LIMA,SAN_BORJA,150130,20240430
160,SAN_BORJA,20150107,200000,-77.0077,-12.1086,128,,12.3,,LIMA,LIMA,SAN_BORJA,150130,20240430
161,SAN_BORJA,20150107,210000,-77.0077,-12.1086,128,,9.4,,LIMA,LIMA,SAN_BORJA,150130,20240430
162,SAN_BORJA,20150107,220000,-77.0077,-12.1086,128,,22,,LIMA,LIMA,SAN_BORJA,150130,20240430
163,SAN_BORJA,20150107,230000,-77.0077,-12.1086,128,,19.2,,LIMA,LIMA,SAN_BORJA,150130,20240430
164,SAN_BORJA,20150108,000000,-77.0077,-12.1086,128,,5.1,,LIMA,LIMA,SAN_BORJA,150130,20240430
165,SAN_BORJA,20150108,010000,-77.0077,-12.1086,128,,15.7,,LIMA,LIMA,SAN_BORJA,150130,20240430
166,SAN_BORJA,20150108,020000,-77.0077,-12.1086,128,,19,,LIMA,LIMA,SAN_BORJA,150130,20240430
167,SAN_BORJA,20150108,030000,-77.0077,-12.1086,128,,18.3,,LIMA,LIMA,SAN_BORJA,150130,20240430
168,SAN_BORJA,20150108,040000,-77.0077,-12.1086,128,,14.9,,LIMA,LIMA,SAN_BORJA,150130,20240430
169,SAN_BORJA,20150108,050000,-77.0077,-12.1086,128,,15.1,,LIMA,LIMA,SAN_BORJA,150130,20240430
170,SAN_BORJA,20150108,060000,-77.0077,-12.1086,128,,16.6,,LIMA,LIMA,SAN_BORJA,150130,20240430
171,SAN_BORJA,20150108,070000,-77.0077,-12.1086,128,,16.7,,LIMA,LIMA,SAN_BORJA,150130,20240430
